Date of Error/Warning,IRP or IFTA,Warning or Error,Message,VIN,License Plate,IRP Account #,Validated Data,Follow-up
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,1FUJA6CK57LY89039,G4611HY,TN,
04/19/2017,IRP,Error,Older than existing data,1FUJA6CK77LZ16645,E5470HY,TN,
04/19/2017,IRP,Error,Older than existing data,1FUW3MCA2XLB04586,B944HW,TN,
04/19/2017,IRP,Error,Older than existing data,1FUYSSZB3YLA35103,Y706HY,TN,
04/19/2017,IRP,Error,Older than existing data,1M1AW09Y0CM019947,G5557HY,TN,
04/19/2017,IRP,Error,Older than existing data,1M1AW09Y7CM023929,G5558HY,TN,
04/19/2017,IRP,Error,Older than existing data,2HSCNAPRX6C187037,N662HY,TN,
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",116290P,M406HY,TN,VIN is 116290P
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",178426S,L019HY,TN,VIN is 178426S
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),1FUXFB007DDBX4260,J878HY,TN,VIN is 1FUXFB007DDBX4260
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),1FUYDSE84XP987922,A6989HY,TN,VIN is 1FUYDSE84XP987922
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",1FUYSSEB8W827053,U464HY,TN,VIN is 1FUYSSEB8W827053
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),1M1AW09YOCM023917,L909HY,TN,VIN is 1M1AW09YOCM023917
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),1XKWDR9C5VJ735789,A6135HY,TN,VIN is 1XKWDR9C5VJ735789
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),1XP5DB9XOWN454099,B6744HY,TN,VIN is 1XP5DB9XOWN454099
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),2HSCEAPRO3C043072,B6867HY,TN,VIN is 2HSCEAPRO3C043072
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",313689,A186HV,TN,VIN is 313689
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",46187P,P179HY,TN,VIN is 46187P
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),4V4NC8KK59N489709,B3993HY,TN,VIN is 4V4NC8KK59N489709
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",65554P,E0937HY,TN,VIN is 65554P
04/19/2017,IRP,Warning,VIN has invalid check digit (9 th character),8FUPDDYB4TH595451,M033HY,TN,VIN is 8FUPDDYB4TH595451
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",D371542GL,G887HY,TN,VIN is D371542GL
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",DMV42398,G886HY,TN,VIN is DMV42398
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",J640591GL,B6185HY,TN,VIN is J640591GL
04/19/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",S311828GL,P574HY,TN,VIN is S311828GL
